id,Label,Slope,Aspect,Elevation,Horizontal_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am
8401,fctype8401,7,331,2399,108,595,203
8402,fctype8402,12,299,2404,134,616,187
8403,fctype8403,13,287,2412,162,636,182
8404,fctype8404,12,281,2419,190,658,187
8405,fctype8405,12,277,2424,218,680,186
8406,fctype8406,15,276,2432,247,703,179
8407,fctype8407,13,284,2440,277,726,184
8408,fctype8408,11,292,2446,306,750,188
8409,fctype8409,13,300,2452,335,774,184
8410,fctype8410,16,316,2461,390,824,175
8411,fctype8411,18,323,2467,418,849,173
8412,fctype8412,18,331,2474,446,875,174
8413,fctype8413,17,341,2478,474,900,183
8414,fctype8414,18,43,2474,532,841,221
8415,fctype8415,18,51,2466,560,811,226
8416,fctype8416,18,57,2459,553,781,229
8417,fctype8417,20,65,2450,534,751,234
8418,fctype8418,20,75,2439,516,721,240
8419,fctype8419,19,79,2429,499,691,241
8420,fctype8420,20,85,2406,470,631,244
8421,fctype8421,16,95,2395,443,601,244
8422,fctype8422,14,105,2389,417,571,243
8423,fctype8423,14,107,2382,390,541,243
8424,fctype8424,14,103,2375,362,511,243
8425,fctype8425,17,91,2366,335,481,244
8426,fctype8426,18,76,2354,309,451,240
8427,fctype8427,16,57,2346,283,421,229
8428,fctype8428,15,40,2341,258,391,220
8429,fctype8429,17,42,2337,234,361,220
8430,fctype8430,21,47,2321,190,301,222
8431,fctype8431,21,45,2312,162,272,221
8432,fctype8432,21,42,2305,134,242,219
8433,fctype8433,20,40,2298,108,212,217
8434,fctype8434,21,36,2291,85,182,213
8435,fctype8435,23,36,2284,60,153,212
8436,fctype8436,23,42,2277,30,124,216
8437,fctype8437,23,45,2267,0,95,219
8438,fctype8438,17,352,3406,300,4402,189
8439,fctype8439,22,337,3409,330,4375,168
8440,fctype8440,28,110,3152,361,2805,254
8441,fctype8441,20,114,3139,335,2783,250
8442,fctype8442,14,112,3132,309,2761,243
8443,fctype8443,15,106,3125,283,2739,244
8444,fctype8444,18,111,3117,258,2717,248
8445,fctype8445,22,120,3107,234,2695,251
8446,fctype8446,23,129,3096,212,2673,251
8447,fctype8447,23,137,3087,190,2652,248
8448,fctype8448,23,142,3079,162,2630,246
8449,fctype8449,25,140,3071,134,2609,247
8450,fctype8450,25,132,3061,108,2588,250
8451,fctype8451,23,123,3050,85,2568,252
8452,fctype8452,18,115,3039,67,2547,248
8453,fctype8453,2,27,3026,0,2428,218
8454,fctype8454,3,304,3026,30,2408,210
8455,fctype8455,9,284,3029,60,2389,196
8456,fctype8456,13,280,3035,85,2371,183
8457,fctype8457,15,278,3043,108,2352,177
8458,fctype8458,16,278,3051,134,2334,176
8459,fctype8459,21,279,3060,162,2316,158
8460,fctype8460,19,285,3074,180,2298,163
8461,fctype8461,14,293,3080,150,2281,179
8462,fctype8462,10,298,3088,120,2264,191
8463,fctype8463,6,302,3090,90,2247,203
8464,fctype8464,6,301,3094,60,2230,204
8465,fctype8465,7,315,3095,30,2214,201
8466,fctype8466,10,321,3099,0,2197,193
8467,fctype8467,13,327,3102,30,2182,189
8468,fctype8468,17,324,3106,60,2166,176
8469,fctype8469,21,317,3112,85,2151,159
8470,fctype8470,26,301,3122,108,2136,140
8471,fctype8471,27,286,3137,134,2121,134
8472,fctype8472,26,271,3152,162,2107,141
8473,fctype8473,23,255,3167,190,2093,162
8474,fctype8474,22,247,3176,212,2080,169
8475,fctype8475,25,257,3189,234,2066,152
8476,fctype8476,21,275,3204,258,2053,158
8477,fctype8477,16,309,3212,283,2039,175
8478,fctype8478,17,328,3217,309,2026,175
8479,fctype8479,21,316,3222,335,2014,159
8480,fctype8480,27,297,3233,362,2001,136
8481,fctype8481,26,288,3249,390,1989,139
8482,fctype8482,20,276,3261,418,1978,161
8483,fctype8483,20,261,3271,446,1967,166
8484,fctype8484,23,259,3283,467,1956,159
8485,fctype8485,23,268,3296,488,1945,153
8486,fctype8486,23,279,3309,511,1935,152
8487,fctype8487,20,290,3321,534,1926,161
8488,fctype8488,16,304,3329,558,1917,175
8489,fctype8489,16,309,3335,576,1908,176
8490,fctype8490,15,315,3342,558,1900,180
8491,fctype8491,13,338,3346,541,1892,192
8492,fctype8492,14,347,3347,525,1885,193
8493,fctype8493,16,336,3349,510,1878,182
8494,fctype8494,17,332,3354,497,1860,177
8495,fctype8495,13,357,3358,485,1830,199
8496,fctype8496,10,39,3355,474,1800,221
8497,fctype8497,12,63,3351,466,1770,230
8498,fctype8498,15,73,3344,459,1740,236
8499,fctype8499,21,81,3336,454,1710,243
8500,fctype8500,27,84,3321,451,1680,246
8501,fctype8501,25,83,3306,450,1650,245
8502,fctype8502,23,83,3293,451,1620,245
8503,fctype8503,19,81,3280,454,1590,242
8504,fctype8504,15,79,3273,459,1560,239
8505,fctype8505,14,80,3264,466,1530,238
8506,fctype8506,11,79,3258,474,1500,235
8507,fctype8507,15,80,3252,485,1470,239
8508,fctype8508,14,79,3242,488,1440,238
8509,fctype8509,8,60,3237,480,1410,227
8510,fctype8510,7,32,3235,450,1380,219
8511,fctype8511,9,30,3233,420,1350,218
8512,fctype8512,14,55,3230,390,1320,228
8513,fctype8513,18,67,3221,360,1290,235
8514,fctype8514,19,81,3199,300,1230,242
8515,fctype8515,13,84,3192,270,1200,238
8516,fctype8516,14,86,3185,240,1170,240
8517,fctype8517,13,86,3177,210,1140,239
8518,fctype8518,18,80,3171,180,1110,241
8519,fctype8519,25,78,3158,150,1080,243
8520,fctype8520,25,81,3143,120,1050,244
8521,fctype8521,21,86,3130,90,1020,245
8522,fctype8522,18,90,3120,60,990,244
8523,fctype8523,17,98,3111,30,960,245
8524,fctype8524,16,111,3102,0,930,246
8525,fctype8525,15,121,3095,0,900,245
8526,fctype8526,14,132,3088,0,871,242
8527,fctype8527,13,144,3084,30,841,238
8528,fctype8528,15,143,3080,30,811,240
8529,fctype8529,19,135,3074,42,781,246
8530,fctype8530,20,134,3065,60,751,247
8531,fctype8531,17,142,3058,60,721,242
8532,fctype8532,17,137,3054,60,691,244
8533,fctype8533,21,126,3046,60,661,250
8534,fctype8534,25,125,3035,60,631,252
8535,fctype8535,26,124,3023,67,601,253
8536,fctype8536,22,123,3011,85,571,251
8537,fctype8537,14,132,3003,95,541,242
8538,fctype8538,17,125,3000,108,511,246
8539,fctype8539,22,120,2988,124,481,251
8540,fctype8540,21,122,2979,120,451,250
8541,fctype8541,22,116,2969,120,421,252
8542,fctype8542,23,111,2957,120,391,252
8543,fctype8543,23,110,2945,120,361,252
8544,fctype8544,22,111,2933,124,331,252
8545,fctype8545,23,114,2922,108,301,252
8546,fctype8546,23,117,2910,95,272,252
8547,fctype8547,22,121,2899,90,242,251
8548,fctype8548,21,122,2889,90,212,250
8549,fctype8549,21,122,2880,90,182,250
8550,fctype8550,21,122,2870,85,153,250
8551,fctype8551,21,122,2861,67,124,250
8552,fctype8552,23,121,2851,60,95,252
8553,fctype8553,2,127,2983,190,785,223
8554,fctype8554,8,90,2980,162,815,233
8555,fctype8555,12,77,2974,134,845,235
8556,fctype8556,12,62,2967,108,875,230
8557,fctype8557,10,31,2962,85,904,218
8558,fctype8558,10,353,2962,67,934,203
8559,fctype8559,10,347,2964,42,964,201
8560,fctype8560,11,25,2961,30,1024,215
8561,fctype8561,10,35,2959,30,1054,219
8562,fctype8562,7,59,2956,0,1084,226
8563,fctype8563,4,106,2953,0,1114,227
8564,fctype8564,3,180,2952,0,1144,221
8565,fctype8565,3,231,2953,0,1173,214
8566,fctype8566,2,262,2955,0,1203,215
8567,fctype8567,1,315,2955,30,1233,215
8568,fctype8568,3,308,2956,60,1263,212
8569,fctype8569,5,298,2958,85,1293,207
8570,fctype8570,6,299,2961,95,1323,203
8571,fctype8571,5,311,2964,108,1353,205
8572,fctype8572,3,352,2965,127,1383,214
8573,fctype8573,4,62,2964,124,1413,223
8574,fctype8574,4,106,2962,95,1443,227
8575,fctype8575,7,135,2960,67,1473,231
8576,fctype8576,11,137,2957,42,1503,237
8577,fctype8577,14,138,2951,30,1531,241
8578,fctype8578,14,142,2946,0,1556,239
8579,fctype8579,10,155,2940,0,1581,232
8580,fctype8580,1,191,2942,30,1786,219
8581,fctype8581,2,72,2940,30,1812,222
8582,fctype8582,14,292,2948,30,2053,179
8583,fctype8583,13,302,2955,60,2081,182
8584,fctype8584,10,317,2960,90,2108,194
8585,fctype8585,7,345,2962,120,2135,207
8586,fctype8586,7,48,2962,150,2163,223
8587,fctype8587,14,73,2957,180,2190,236
8588,fctype8588,20,79,2948,210,2218,242
8589,fctype8589,23,81,2936,180,2245,244
8590,fctype8590,22,83,2923,150,2273,244
8591,fctype8591,17,83,2912,120,2301,241
8592,fctype8592,10,78,2905,90,2329,233
8593,fctype8593,5,60,2902,60,2356,224
8594,fctype8594,4,36,2900,30,2384,219
8595,fctype8595,5,354,2899,0,2412,212
8596,fctype8596,9,315,2901,30,2440,196
8597,fctype8597,12,307,2906,42,2468,186
8598,fctype8598,14,300,2910,67,2496,180
8599,fctype8599,18,290,2918,95,2525,168
8600,fctype8600,19,288,2929,124,2553,164
8601,fctype8601,17,295,2939,95,2581,170
8602,fctype8602,16,309,2946,67,2609,175
8603,fctype8603,17,315,2952,42,2638,174
8604,fctype8604,17,303,2958,30,2666,171
8605,fctype8605,21,271,2966,0,2694,161
8606,fctype8606,26,249,2981,30,2723,153
8607,fctype8607,28,241,2995,42,2751,156
8608,fctype8608,24,237,3009,67,2780,169
8609,fctype8609,18,234,3018,95,2808,186
8610,fctype8610,14,236,3025,124,2837,194
8611,fctype8611,11,232,3031,150,2865,202
8612,fctype8612,9,217,3035,170,2894,211
8613,fctype8613,8,202,3037,192,2922,217
8614,fctype8614,8,188,3038,212,2951,221
8615,fctype8615,9,164,3038,234,2980,228
8616,fctype8616,9,157,3035,255,3009,230
8617,fctype8617,8,165,3034,277,3037,228
8618,fctype8618,7,174,3033,297,3066,225
8619,fctype8619,6,191,3033,319,3095,220
8620,fctype8620,4,225,3034,342,3124,214
8621,fctype8621,4,280,3036,366,3152,208
8622,fctype8622,5,315,3039,391,3181,206
8623,fctype8623,6,344,3041,417,3210,208
8624,fctype8624,9,22,3037,497,3297,215
8625,fctype8625,10,18,3035,524,3326,212
8626,fctype8626,12,16,3033,541,3346,209
8627,fctype8627,15,348,3031,518,3330,190
8628,fctype8628,15,348,3034,514,3300,190
8629,fctype8629,14,355,3035,511,3270,196
8630,fctype8630,9,12,3034,510,3210,211
8631,fctype8631,7,10,3033,511,3180,213
8632,fctype8632,6,12,3033,514,3150,214
8633,fctype8633,5,30,3032,518,3120,218
8634,fctype8634,5,30,3030,524,3090,218
8635,fctype8635,5,29,3029,532,3060,218
8636,fctype8636,3,21,3027,524,3030,217
8637,fctype8637,2,14,3028,518,3000,217
8638,fctype8638,4,67,3027,514,2970,223
8639,fctype8639,6,70,3024,511,2940,227
8640,fctype8640,7,59,3020,510,2910,226
8641,fctype8641,7,48,3017,510,2880,223
8642,fctype8642,6,39,3015,511,2850,221
8643,fctype8643,7,33,3014,514,2820,219
8644,fctype8644,8,43,3012,509,2790,222
8645,fctype8645,10,59,3009,488,2760,228
8646,fctype8646,10,76,3003,469,2730,233
8647,fctype8647,10,94,2997,446,2700,236
8648,fctype8648,7,117,2992,424,2670,233
8649,fctype8649,6,142,2990,400,2640,229
8650,fctype8650,6,144,2988,371,2610,229
8651,fctype8651,7,146,2986,342,2580,230
8652,fctype8652,7,153,2985,313,2550,229
8653,fctype8653,9,151,2983,285,2520,231
8654,fctype8654,11,138,2980,256,2490,237
8655,fctype8655,13,129,2975,228,2460,241
8656,fctype8656,15,125,2969,201,2430,244
8657,fctype8657,16,122,2962,175,2400,245
8658,fctype8658,17,120,2955,150,2370,246
8659,fctype8659,17,118,2947,127,2340,247
8660,fctype8660,1,169,3130,469,216,220
8661,fctype8661,5,152,3129,488,228,226
8662,fctype8662,10,26,3075,573,270,215
8663,fctype8663,12,53,3071,577,272,227
8664,fctype8664,15,75,3066,573,277,237
8665,fctype8665,16,90,3055,543,285,243
8666,fctype8666,15,96,3047,514,295,243
8667,fctype8667,17,96,3039,484,309,245
8668,fctype8668,15,95,3030,454,323,243
8669,fctype8669,15,97,3022,424,335,243
8670,fctype8670,16,101,3013,395,350,245
8671,fctype8671,16,105,3005,365,366,245
8672,fctype8672,14,103,2997,335,384,243
8673,fctype8673,13,94,2989,306,402,240
8674,fctype8674,12,83,2982,277,417,237
8675,fctype8675,13,71,2977,247,430,234
8676,fctype8676,15,59,2969,218,443,230
8677,fctype8677,11,45,2963,190,457,223
8678,fctype8678,6,38,2962,162,470,220
8679,fctype8679,8,68,2962,134,484,228
8680,fctype8680,10,62,2955,108,499,229
8681,fctype8681,12,58,2951,85,516,228
8682,fctype8682,14,67,2943,67,534,233
8683,fctype8683,13,84,2936,60,553,238
8684,fctype8684,12,111,2930,42,573,241
8685,fctype8685,11,125,2925,30,594,239
8686,fctype8686,11,133,2920,30,616,237
8687,fctype8687,10,146,2917,0,636,234
8688,fctype8688,10,152,2914,0,658,233
8689,fctype8689,19,113,2378,201,811,249
8690,fctype8690,15,123,2363,170,871,244
8691,fctype8691,15,130,2357,150,900,243
8692,fctype8692,16,129,2352,127,930,244
8693,fctype8693,19,123,2345,108,960,248
8694,fctype8694,20,130,2336,85,990,248
8695,fctype8695,24,137,2329,60,1020,248
8696,fctype8696,26,140,2318,30,1050,248
8697,fctype8697,16,142,2307,30,1290,242
8698,fctype8698,17,286,2305,30,1380,170
8699,fctype8699,26,266,2316,60,1410,146
8700,fctype8700,28,259,2333,60,1437,141
8701,fctype8701,25,250,2349,67,1451,159
8702,fctype8702,21,238,2359,85,1466,177
8703,fctype8703,23,240,2367,108,1482,171
8704,fctype8704,23,243,2380,127,1498,167
8705,fctype8705,19,243,2390,150,1514,178
8706,fctype8706,17,252,2399,170,1531,181
8707,fctype8707,15,268,2407,175,1501,179
8708,fctype8708,15,288,2415,162,1471,178
8709,fctype8709,13,314,2422,150,1441,185
8710,fctype8710,14,339,2425,127,1411,190
8711,fctype8711,17,341,2427,108,1381,181
8712,fctype8712,20,341,2432,85,1351,175
8713,fctype8713,21,345,2434,67,1321,175
8714,fctype8714,22,340,2437,42,1291,169
8715,fctype8715,23,334,2441,30,1261,162
8716,fctype8716,20,333,2448,30,1231,169
8717,fctype8717,18,329,2452,42,1201,175
8718,fctype8718,17,322,2463,95,1142,174
8719,fctype8719,17,323,2469,124,1112,176
8720,fctype8720,16,330,2474,153,1082,180
8721,fctype8721,17,338,2478,182,1052,181
8722,fctype8722,16,352,2482,212,1022,189
8723,fctype8723,14,19,2478,175,962,209
8724,fctype8724,12,358,2477,127,902,201
8725,fctype8725,19,20,2467,90,752,203
8726,fctype8726,17,43,2465,90,722,221
8727,fctype8727,20,69,2455,95,693,237
8728,fctype8728,20,79,2444,108,663,242
8729,fctype8729,21,86,2433,124,633,245
8730,fctype8730,23,91,2408,150,573,248
8731,fctype8731,22,92,2394,170,543,248
8732,fctype8732,18,89,2384,182,514,244
8733,fctype8733,16,86,2375,190,484,242
8734,fctype8734,15,83,2366,201,454,240
8735,fctype8735,15,82,2359,216,424,239
8736,fctype8736,14,81,2351,216,395,238
8737,fctype8737,13,75,2345,201,365,236
8738,fctype8738,23,347,2440,190,579,171
8739,fctype8739,23,343,2445,218,591,168
8740,fctype8740,21,345,2448,242,604,172
8741,fctype8741,22,341,2452,258,618,169
8742,fctype8742,22,337,2456,255,633,167
8743,fctype8743,22,325,2462,234,649,162
8744,fctype8744,20,318,2469,212,638,162
8745,fctype8745,17,316,2477,192,616,174
8746,fctype8746,13,315,2483,170,594,186
8747,fctype8747,7,315,2487,150,573,201
8748,fctype8748,0,90,2488,134,553,219
8749,fctype8749,7,123,2487,124,534,231
8750,fctype8750,11,125,2483,120,516,239
8751,fctype8751,14,124,2477,108,499,243
8752,fctype8752,14,124,2468,95,484,243
8753,fctype8753,11,130,2463,90,470,238
8754,fctype8754,12,117,2460,85,457,240
8755,fctype8755,13,107,2452,67,446,242
8756,fctype8756,13,105,2446,60,437,241
8757,fctype8757,11,106,2439,42,430,239
8758,fctype8758,9,101,2435,30,424,235
8759,fctype8759,6,92,2424,30,420,230
8760,fctype8760,9,118,2417,30,424,236
8761,fctype8761,6,129,2415,30,430,231
8762,fctype8762,5,113,2414,30,437,230
8763,fctype8763,14,349,2400,42,499,194
8764,fctype8764,11,351,2401,67,516,201
8765,fctype8765,9,343,2401,85,534,202
8766,fctype8766,9,352,2404,108,553,205
8767,fctype8767,8,346,2402,127,573,205
8768,fctype8768,9,298,2407,150,594,195
8769,fctype8769,11,276,2410,175,616,191
8770,fctype8770,10,265,2417,201,638,194
8771,fctype8771,16,258,2429,256,684,181
8772,fctype8772,14,259,2439,285,708,185
8773,fctype8773,12,265,2443,313,732,190
8774,fctype8774,15,279,2450,342,757,177
8775,fctype8775,17,295,2461,371,782,169
8776,fctype8776,17,317,2476,430,834,174
8777,fctype8777,12,323,2482,457,860,189
8778,fctype8778,9,326,2485,485,886,198
8779,fctype8779,9,17,2487,513,872,213
8780,fctype8780,16,52,2481,541,842,227
8781,fctype8781,18,62,2464,531,782,233
8782,fctype8782,21,71,2455,511,752,238
8783,fctype8783,22,75,2442,492,722,240
8784,fctype8784,20,74,2430,474,693,239
8785,fctype8785,20,72,2421,458,663,239
8786,fctype8786,22,70,2409,443,633,238
8787,fctype8787,19,64,2398,430,603,234
8788,fctype8788,17,63,2389,402,573,233
8789,fctype8789,15,68,2381,376,543,234
8790,fctype8790,14,65,2374,350,514,232
8791,fctype8791,16,53,2369,323,484,227
8792,fctype8792,19,41,2362,295,454,219
8793,fctype8793,21,30,2356,268,424,208
8794,fctype8794,21,26,2350,242,395,205
8795,fctype8795,21,30,2345,216,365,208
8796,fctype8796,23,36,2339,192,335,212
8797,fctype8797,24,37,2330,170,306,211
8798,fctype8798,24,35,2323,150,277,209
8799,fctype8799,24,38,2315,124,247,212
8800,fctype8800,22,37,2307,95,218,213
8801,fctype8801,21,31,2301,67,190,209
8802,fctype8802,23,38,2296,42,162,213
8803,fctype8803,24,47,2286,30,134,220
8804,fctype8804,22,43,2276,0,108,218
8805,fctype8805,18,342,3415,300,4415,180
8806,fctype8806,17,118,3134,319,2803,247
8807,fctype8807,11,115,3130,295,2781,239
8808,fctype8808,15,102,3124,268,2759,244
8809,fctype8809,27,116,3100,216,2716,254
8810,fctype8810,24,136,3077,170,2673,249
8811,fctype8811,25,139,3068,150,2652,248
8812,fctype8812,25,142,3059,124,2631,247
8813,fctype8813,23,139,3051,95,2610,247
8814,fctype8814,19,132,3042,67,2589,247
8815,fctype8815,13,125,3035,42,2569,241
8816,fctype8816,2,27,3027,30,2451,218
8817,fctype8817,3,304,3027,42,2432,210
8818,fctype8818,9,284,3030,67,2413,195
8819,fctype8819,13,280,3036,95,2394,183
8820,fctype8820,15,278,3044,124,2376,178
8821,fctype8821,16,277,3052,150,2358,174
8822,fctype8822,23,278,3061,175,2340,152
8823,fctype8823,21,284,3077,180,2323,158
8824,fctype8824,14,295,3083,150,2305,178
8825,fctype8825,9,305,3091,120,2288,195
8826,fctype8826,4,315,3091,90,2271,208
8827,fctype8827,6,291,3094,60,2255,203
8828,fctype8828,9,296,3097,30,2239,194
8829,fctype8829,12,307,3103,0,2223,186
8830,fctype8830,14,318,3107,30,2207,182
8831,fctype8831,19,316,3113,42,2192,165
8832,fctype8832,22,317,3122,67,2177,155
8833,fctype8833,23,309,3130,95,2162,153
8834,fctype8834,22,292,3141,124,2148,154
8835,fctype8835,19,271,3152,150,2134,167
8836,fctype8836,18,246,3162,170,2120,180
8837,fctype8837,22,244,3170,192,2106,169
8838,fctype8838,30,258,3184,216,2093,135
8839,fctype8839,29,272,3204,242,2080,130
8840,fctype8840,21,296,3218,268,2066,156
8841,fctype8841,19,320,3225,295,2053,168
8842,fctype8842,21,319,3231,323,2041,161
8843,fctype8843,24,303,3240,351,2029,148
8844,fctype8844,22,292,3253,379,2017,154
8845,fctype8845,14,279,3262,404,2006,180
8846,fctype8846,16,257,3268,424,1994,181
8847,fctype8847,25,258,3279,446,1984,154
8848,fctype8848,28,267,3295,469,1974,137
8849,fctype8849,26,277,3311,492,1964,141
8850,fctype8850,22,287,3324,516,1954,154
8851,fctype8851,17,301,3334,541,1945,170
8852,fctype8852,16,309,3340,566,1937,175
8853,fctype8853,15,314,3347,582,1929,177
8854,fctype8854,14,332,3352,566,1921,188
8855,fctype8855,14,341,3354,551,1914,189
8856,fctype8856,17,331,3357,537,1890,177
8857,fctype8857,17,335,3363,524,1860,179
8858,fctype8858,13,20,3365,513,1830,210
8859,fctype8859,14,56,3358,503,1800,228
8860,fctype8860,12,67,3353,495,1770,232
8861,fctype8861,15,75,3346,488,1740,237
8862,fctype8862,22,82,3337,484,1710,244
8863,fctype8863,27,85,3322,481,1680,246
8864,fctype8864,24,84,3307,480,1650,245
8865,fctype8865,24,82,3295,481,1620,245
8866,fctype8866,19,80,3281,484,1590,241
8867,fctype8867,15,77,3275,488,1560,238
8868,fctype8868,16,80,3265,485,1530,240
8869,fctype8869,11,79,3258,474,1500,234
8870,fctype8870,14,80,3254,466,1470,238
8871,fctype8871,14,79,3243,459,1440,238
8872,fctype8872,6,48,3239,454,1410,223
8873,fctype8873,6,17,3238,451,1380,215
8874,fctype8874,8,22,3237,421,1350,215
8875,fctype8875,15,57,3235,391,1320,229
8876,fctype8876,19,68,3224,361,1290,236
8877,fctype8877,23,77,3216,331,1260,242
8878,fctype8878,21,83,3199,301,1230,244
8879,fctype8879,13,84,3193,272,1200,238
8880,fctype8880,15,86,3185,242,1170,241
8881,fctype8881,12,87,3177,212,1140,238
8882,fctype8882,15,80,3172,182,1110,239
8883,fctype8883,24,78,3161,153,1080,242
8884,fctype8884,28,82,3146,124,1050,245
8885,fctype8885,23,87,3129,95,1020,246
8886,fctype8886,18,90,3121,67,990,245
8887,fctype8887,20,96,3109,42,960,248
8888,fctype8888,18,108,3099,30,930,248
8889,fctype8889,17,118,3090,30,900,247
8890,fctype8890,15,130,3083,0,870,243
8891,fctype8891,13,141,3078,0,840,239
8892,fctype8892,16,136,3074,0,810,244
8893,fctype8893,21,131,3066,30,780,248
8894,fctype8894,19,136,3057,30,750,246
8895,fctype8895,16,145,3051,30,720,240
8896,fctype8896,16,137,3047,30,690,243
8897,fctype8897,22,124,3039,30,660,251
8898,fctype8898,26,122,3027,30,630,253
8899,fctype8899,24,125,3014,42,600,252
8900,fctype8900,19,127,3005,60,570,248
8901,fctype8901,14,135,2998,67,540,241
8902,fctype8902,18,123,2995,85,510,247
8903,fctype8903,23,119,2982,95,480,252
8904,fctype8904,20,123,2973,90,450,249
8905,fctype8905,22,118,2963,90,420,251
8906,fctype8906,23,114,2952,90,390,252
8907,fctype8907,24,113,2940,90,360,252
8908,fctype8908,24,115,2928,95,330,253
8909,fctype8909,25,117,2916,85,300,253
8910,fctype8910,25,121,2903,67,270,253
8911,fctype8911,24,127,2892,60,240,251
8912,fctype8912,24,131,2882,60,210,250
8913,fctype8913,24,134,2872,60,180,250
8914,fctype8914,25,134,2862,60,150,250
8915,fctype8915,26,135,2852,42,120,250
8916,fctype8916,3,180,2982,201,782,220
8917,fctype8917,5,85,2979,175,812,228
8918,fctype8918,9,60,2976,150,842,227
8919,fctype8919,11,45,2971,127,872,223
8920,fctype8920,11,17,2968,108,902,211
8921,fctype8921,11,351,2968,85,932,199
8922,fctype8922,13,346,2969,67,962,195
8923,fctype8923,15,24,2969,60,1022,211
8924,fctype8924,14,41,2965,42,1052,221
8925,fctype8925,12,58,2959,30,1082,228
8926,fctype8926,8,66,2953,0,1112,229
8927,fctype8927,2,8,2950,0,1142,217
8928,fctype8928,4,291,2953,0,1172,208
8929,fctype8929,2,299,2955,0,1201,212
8930,fctype8930,1,301,2956,30,1231,215
8931,fctype8931,2,276,2957,42,1261,213
8932,fctype8932,4,267,2958,60,1291,209
8933,fctype8933,5,260,2961,67,1321,207
8934,fctype8934,4,248,2964,85,1351,211
8935,fctype8935,2,169,2966,108,1381,221
8936,fctype8936,7,126,2964,108,1411,232
8937,fctype8937,10,133,2960,85,1440,236
8938,fctype8938,12,140,2956,60,1465,237
8939,fctype8939,14,138,2951,30,1489,240
8940,fctype8940,13,135,2946,0,1514,240
8941,fctype8941,8,135,2940,0,1539,233
8942,fctype8942,2,276,2941,30,1772,213
8943,fctype8943,2,23,2943,30,1798,218
8944,fctype8944,16,285,2951,30,2041,175
8945,fctype8945,14,293,2959,60,2068,181
8946,fctype8946,9,313,2964,90,2096,195
8947,fctype8947,6,356,2966,120,2123,210
8948,fctype8948,9,56,2964,150,2151,226
8949,fctype8949,15,78,2958,180,2178,238
8950,fctype8950,20,85,2949,210,2206,244
8951,fctype8951,23,87,2937,180,2234,246
8952,fctype8952,22,86,2924,150,2262,245
8953,fctype8953,17,84,2913,120,2290,242
8954,fctype8954,9,77,2906,90,2318,232
8955,fctype8955,5,57,2903,60,2346,223
8956,fctype8956,4,28,2902,30,2374,218
8957,fctype8957,5,331,2902,0,2402,208
8958,fctype8958,10,308,2904,30,2430,191
8959,fctype8959,14,308,2910,60,2458,182
8960,fctype8960,15,309,2916,85,2486,177
8961,fctype8961,18,300,2923,108,2514,168
8962,fctype8962,19,291,2932,134,2543,165
8963,fctype8963,18,288,2942,108,2571,168
8964,fctype8964,17,294,2951,85,2599,172
8965,fctype8965,16,304,2959,60,2628,174
8966,fctype8966,14,312,2965,30,2656,181
8967,fctype8967,12,293,2969,0,2685,185
8968,fctype8968,18,257,2975,0,2713,176
8969,fctype8969,24,246,2987,30,2742,162
8970,fctype8970,25,242,3001,60,2770,165
8971,fctype8971,20,239,3012,85,2799,178
8972,fctype8972,16,233,3021,108,2828,191
8973,fctype8973,13,219,3027,127,2856,204
8974,fctype8974,12,204,3030,150,2885,213
8975,fctype8975,11,195,3032,170,2914,218
8976,fctype8976,10,188,3033,192,2942,221
8977,fctype8977,9,174,3033,212,2971,226
8978,fctype8978,6,160,3031,234,3000,227
8979,fctype8979,5,157,3030,255,3029,226
8980,fctype8980,5,175,3029,277,3058,223
8981,fctype8981,5,221,3030,300,3087,213
8982,fctype8982,6,257,3033,324,3115,205
8983,fctype8983,6,272,3037,350,3144,204
8984,fctype8984,5,273,3040,376,3173,208
8985,fctype8985,3,274,3042,402,3202,211
8986,fctype8986,4,40,3042,457,3260,220
8987,fctype8987,6,14,3040,485,3289,215
8988,fctype8988,14,359,3038,495,3360,199
8989,fctype8989,14,349,3039,488,3330,194
8990,fctype8990,12,349,3041,484,3300,198
8991,fctype8991,8,27,3041,480,3240,217
8992,fctype8992,7,39,3038,480,3210,221
8993,fctype8993,4,36,3036,481,3180,220
8994,fctype8994,3,45,3035,484,3150,220
8995,fctype8995,3,51,3033,488,3120,221
8996,fctype8996,3,39,3032,495,3090,220
8997,fctype8997,4,45,3031,503,3060,221
8998,fctype8998,3,45,3029,495,3030,220
8999,fctype8999,2,45,3028,488,3000,220
9000,fctype9000,3,63,3027,484,2970,222
9001,fctype9001,5,53,3025,481,2940,223
9002,fctype9002,7,36,3023,480,2910,220
9003,fctype9003,8,33,3021,480,2880,219
9004,fctype9004,8,33,3018,481,2850,219
9005,fctype9005,7,36,3016,484,2820,220
9006,fctype9006,7,58,3014,488,2790,226
9007,fctype9007,10,76,3010,467,2760,232
9008,fctype9008,12,82,3004,446,2730,237
9009,fctype9009,12,85,2997,426,2700,237
9010,fctype9010,8,88,2991,404,2670,232
9011,fctype9011,4,93,2988,382,2640,226
9012,fctype9012,4,103,2987,361,2610,227
9013,fctype9013,6,116,2984,335,2580,231
9014,fctype9014,7,135,2981,306,2550,231
9015,fctype9015,8,142,2979,277,2520,233
